danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,number_of_artists,explicit,name,url,genres,filtered_genres,top_genre,emotion
0.596,0.777,-9.464,0.931,0.834,0.0,0.875,0.285,82.068,239373.0,12.0,1.0,True,Strangers Don't Find Me Funny,https://open.spotify.com/track/6PEve06HDwnBK9wYVXXsHD,"['new comedy', 'comedy', 'deep comedy']",['comedy'],comedy,happy
0.716,0.677,-7.893,0.866,0.888,0.0,0.901,0.575,46.489,111493.0,42.0,1.0,True,Cracka,https://open.spotify.com/track/1yWV55pXliiGCZcCJib00X,"['new comedy', 'clean comedy', 'comedy', 'deep comedy']",['comedy'],comedy,happy
0.61,0.681,-8.687,0.91,0.85,0.0,0.645,0.716,85.581,463719.0,22.0,1.0,True,Smile,https://open.spotify.com/track/2WLlPJiBJgZVEodj2xa5lq,"['new comedy', 'comedy', 'deep comedy']",['comedy'],comedy,happy
0.503,0.966,-7.737,0.955,0.867,0.0,0.714,0.221,57.037,324760.0,0.0,1.0,True,"Sarah Palin, The Clintons, And Jack - Explicit Audio",https://open.spotify.com/track/4iq0TGsXh1cxcV2c28YyYf,"['comedy', 'comic']",['comedy'],comedy,sad
0.563,0.846,-11.322,0.951,0.819,0.0,0.721,0.205,82.759,461240.0,0.0,1.0,True,Blacks - GH Version,https://open.spotify.com/track/4Lcgga29AKq3hgSqDjcxlM,"['black comedy', 'comedy']",['comedy'],comedy,happy
0.486,0.931,-12.188,0.935,0.8,0.0,0.687,0.0563,63.953,282773.0,0.0,1.0,False,Ants,https://open.spotify.com/track/7eRuuEdXgEu6i6JFfldP0L,"['clean comedy', 'comedy']",['comedy'],comedy,energetic
0.628,0.877,-6.032,0.889,0.791,0.0,0.73,0.454,110.687,151253.0,25.0,1.0,True,"I Fell Down in London! Oh, And Bought a Phone!",https://open.spotify.com/track/1TsscoaqXgkcwZ6umO9FKq,['comedy'],['comedy'],comedy,happy
0.679,0.615,-9.669,0.926,0.812,0.0,0.658,0.665,51.779,186293.0,0.0,1.0,True,Beautiful People And A Bridge Troll,https://open.spotify.com/track/4kNGacYVvBCPVHe7SJOYNe,"['deep comedy', 'comedy', 'comic']",['comedy'],comedy,happy
0.568,0.614,-11.516,0.949,0.809,0.0,0.942,0.47,139.219,357000.0,22.0,1.0,False,Hip Hop Animosity,https://open.spotify.com/track/2ZAclz5KACm0o6udpaL3ND,"['new comedy', 'clean comedy', 'comedy', 'deep comedy']",['comedy'],comedy,happy
0.688,0.655,-9.487,0.908,0.829,0.0,0.68,0.677,94.35,67000.0,44.0,1.0,False,"No, But I Heard About It",https://open.spotify.com/track/654BsrC02WJ0xyxECJyM6h,"['new comedy', 'clean comedy', 'comedy', 'deep comedy']",['comedy'],comedy,happy
0.523,0.964,-6.35,0.832,0.706,0.0,0.939,0.365,79.558,213000.0,0.0,1.0,True,Struck By A Vehicle,https://open.spotify.com/track/1LTOxAgJOkHzXAyfdqbpwB,"['comedy', 'comic']",['comedy'],comedy,energetic
0.598,0.793,-5.098,0.756,0.837,0.0,0.89,0.774,86.039,190226.0,0.0,1.0,True,Mom and Pops,https://open.spotify.com/track/4njvB1vyj1s3jDprDM0hMC,"['comedy', 'comic']",['comedy'],comedy,happy
0.605,0.724,-10.69,0.93,0.835,0.0,0.88,0.282,84.915,196373.0,0.0,1.0,True,I've Taken A Popular Contemporary Song And Chaged The Lyrics To Comment On The Proliferation Of Starbucks In My Neighborhood!,https://open.spotify.com/track/5Mvn3Ol2QKpp5fjWLHocwz,['comedy'],['comedy'],comedy,sad
0.538,0.797,-5.226,0.754,0.777,0.0,0.639,0.595,110.904,198306.0,16.0,1.0,True,Mush Brain,https://open.spotify.com/track/2Wixf22mYfhNtMIQBOrojt,"['new comedy', 'comedy', 'deep comedy']",['comedy'],comedy,happy
0.495,0.564,-17.46,0.94,0.8,0.0,0.896,0.398,76.709,199080.0,0.0,1.0,True,Hangover,https://open.spotify.com/track/5aL8Nz1SqJWotGYDG3BWDW,"['new comedy', 'comedy']",['comedy'],comedy,sad
0.35,0.951,-8.937,0.957,0.9,0.000642,0.832,0.316,66.039,262480.0,0.0,1.0,True,OK,https://open.spotify.com/track/7xu9XwOp7daR429z9KxrEc,"['comedy', 'comic']",['comedy'],comedy,energetic
0.506,0.932,-10.328,0.925,0.757,0.0,0.521,0.383,83.215,482666.0,0.0,1.0,True,Airport Security,https://open.spotify.com/track/3SZpbMpmQ4hwsYI0PZo1ak,"['comedy', 'comic']",['comedy'],comedy,sad
0.576,0.862,-6.668,0.914,0.878,0.0,0.796,0.433,115.815,314400.0,37.0,1.0,True,Blacking out and Making Money,https://open.spotify.com/track/4gBi4O3OSLdJoxjkN0fLJC,['comedy'],['comedy'],comedy,happy
0.587,0.906,-10.382,0.886,0.728,0.0,0.954,0.394,109.833,411600.0,0.0,1.0,True,Kids and Parents,https://open.spotify.com/track/3iFvvZsV5PQIKqoI6oDpEu,"['comedy', 'comic']",['comedy'],comedy,happy
0.549,0.909,-10.338,0.828,0.811,0.0,0.878,0.327,118.92,263773.0,0.0,1.0,True,Names,https://open.spotify.com/track/3XPMQ4mCLsiU1QVcKF7JHo,"['comedy', 'comic']",['comedy'],comedy,happy
0.578,0.749,-11.469,0.819,0.76,0.0,0.94,0.763,109.925,157866.0,0.0,1.0,True,Advertising Lullabye,https://open.spotify.com/track/1Hdk8NRdjhp12M7YIliL6L,"['comedy', 'comic']",['comedy'],comedy,happy
0.602,0.816,-11.286,0.875,0.666,0.0,0.841,0.642,107.883,157960.0,0.0,1.0,True,American Bullshit,https://open.spotify.com/track/1nzrJBAAJHwkPcmXzEKjSB,"['comedy', 'comic']",['comedy'],comedy,happy
0.502,0.901,-10.35,0.887,0.711,0.0,0.969,0.587,165.9,86440.0,0.0,1.0,True,Businessmen,https://open.spotify.com/track/2fTbj0g4Q9wWmY3gsPn5g5,"['comedy', 'comic']",['comedy'],comedy,energetic
0.464,0.943,-10.544,0.855,0.779,0.0,0.974,0.372,93.128,126533.0,0.0,1.0,True,Religion,https://open.spotify.com/track/13AKp7lss90YTfWGtGmb3l,"['comedy', 'comic']",['comedy'],comedy,energetic
0.51,0.78,-12.083,0.921,0.749,0.0,0.98,0.455,81.727,517880.0,0.0,1.0,True,There Is No God,https://open.spotify.com/track/66j4rwA2hNBlGd688gv7yP,"['comedy', 'comic']",['comedy'],comedy,sad
0.56,0.794,-7.371,0.901,0.955,0.0,0.881,0.434,94.973,369662.0,0.0,1.0,True,Women's Rights / Father's Day,https://open.spotify.com/track/2QwlMZqAsYqqS6g8demKDa,"['comedy', 'australian comedy']",['comedy'],comedy,happy
0.577,0.875,-7.333,0.926,0.941,0.0,0.932,0.321,82.914,219051.0,0.0,1.0,True,Day Care,https://open.spotify.com/track/0xkF0SFlvW5DgttkPU71Bm,"['comedy', 'australian comedy']",['comedy'],comedy,happy
0.623,0.91,-6.827,0.921,0.966,0.0,0.935,0.259,63.555,102585.0,0.0,1.0,True,It's Easier to Bring up a Son,https://open.spotify.com/track/6aRPdqqZCSXwrpSndkcxm3,"['comedy', 'australian comedy']",['comedy'],comedy,energetic
0.576,0.856,-6.83,0.919,0.957,0.0,0.923,0.339,136.273,231248.0,0.0,1.0,True,Annoying Couples,https://open.spotify.com/track/7xkzwitmVarNh4hnNcyQW8,"['comedy', 'australian comedy']",['comedy'],comedy,happy
0.593,0.818,-6.688,0.934,0.927,0.0,0.972,0.541,134.614,146679.0,0.0,1.0,True,Strip Clubs,https://open.spotify.com/track/21vj6F4bySiuUSImb8SD9P,"['comedy', 'australian comedy']",['comedy'],comedy,happy
0.596,0.813,-6.781,0.896,0.943,0.0,0.705,0.347,95.882,424080.0,0.0,1.0,True,Legit,https://open.spotify.com/track/7hWNIDY9F8p8Wbz94ilG4h,"['comedy', 'australian comedy']",['comedy'],comedy,happy
0.531,0.932,-6.775,0.943,0.923,0.0,0.973,0.138,76.381,415504.0,0.0,1.0,True,Oscar Pistorius,https://open.spotify.com/track/5NOKG2MojfmbRt8iK6vrT2,"['comedy', 'australian comedy']",['comedy'],comedy,energetic
0.628,0.83,-7.329,0.927,0.939,0.0,0.825,0.32,118.729,502417.0,0.0,1.0,True,Downgraded,https://open.spotify.com/track/4x8UEWInI6CtTZJnEyIQS4,"['comedy', 'australian comedy']",['comedy'],comedy,happy
0.424,0.861,-6.001,0.77,0.857,1.73e-06,0.98,0.384,73.084,120000.0,0.0,1.0,True,Intro / Riot,https://open.spotify.com/track/4dykMuezGFDtIDqAwCWBxl,"['comedy', 'comic']",['comedy'],comedy,happy
0.451,0.985,-6.604,0.937,0.809,2.49e-06,0.959,0.26,83.344,39000.0,0.0,1.0,False,Superbleeder,https://open.spotify.com/track/57MWbA69CLfrdq2nKI3qcu,"['comedy', 'comic']",['comedy'],comedy,energetic
0.485,0.937,-6.233,0.872,0.772,0.0,0.974,0.616,169.304,75000.0,0.0,1.0,True,Legacy,https://open.spotify.com/track/66rqSnCS7F51d1WupwwBoV,"['comedy', 'comic']",['comedy'],comedy,energetic
0.489,0.988,-5.194,0.805,0.797,0.0,0.946,0.177,89.124,93000.0,0.0,1.0,True,Someone S#!+ On The Coats,https://open.spotify.com/track/211EvFSnWSuRto9eUKAXRI,"['comedy', 'comic']",['comedy'],comedy,energetic
0.551,0.961,-5.298,0.871,0.731,0.0,0.733,0.393,91.51,174000.0,0.0,1.0,True,Abducted,https://open.spotify.com/track/6u8VTujpaFbvUVZiH48n3L,"['comedy', 'comic']",['comedy'],comedy,energetic
0.593,0.955,-4.601,0.739,0.73,0.0,0.954,0.406,83.709,73000.0,0.0,1.0,True,Punkass / Are You Out Of Your Fukin' Mind?!,https://open.spotify.com/track/63uv2EmN1ws4yyFdNVn0tm,"['comedy', 'comic']",['comedy'],comedy,energetic
0.572,0.974,-4.148,0.816,0.768,0.0,0.921,0.434,70.647,75000.0,0.0,1.0,True,Driveway Intruder,https://open.spotify.com/track/08usxfXMPAkiQihczpUn67,"['comedy', 'comic']",['comedy'],comedy,energetic
0.498,0.932,-5.388,0.9,0.798,0.0,0.981,0.292,87.397,222000.0,0.0,1.0,True,Car Alarm,https://open.spotify.com/track/5j5cdu8PsyKToOoQJUifz2,"['comedy', 'comic']",['comedy'],comedy,energetic
0.467,0.973,-5.057,0.906,0.789,0.0,0.976,0.255,73.546,278000.0,0.0,1.0,True,Heist / Monkey,https://open.spotify.com/track/1qAfGEA2MG3HTkR7CtidkJ,"['comedy', 'comic']",['comedy'],comedy,energetic
0.55,0.948,-4.713,0.538,0.782,0.0,0.953,0.477,96.081,140000.0,0.0,1.0,True,BAMF,https://open.spotify.com/track/3DOTklWwUt49A0gFfEtpTV,"['comedy', 'comic']",['comedy'],comedy,energetic
0.544,0.974,-4.823,0.896,0.759,0.0,0.903,0.358,141.435,239000.0,0.0,1.0,True,Dream House,https://open.spotify.com/track/417f7AmwOruHZoTEvfx8Bb,"['comedy', 'comic']",['comedy'],comedy,energetic
0.535,0.948,-4.459,0.711,0.731,0.0,0.961,0.502,87.309,644000.0,0.0,1.0,True,The Wall,https://open.spotify.com/track/745GFpoeXKvzeSh8vlNrm1,"['comedy', 'comic']",['comedy'],comedy,energetic
0.496,0.918,-7.252,0.894,0.758,0.0,0.925,0.45,82.815,751000.0,0.0,,True,The Chicken Sangwich The Heckler And The Kabbash,https://open.spotify.com/track/1nEPxW4Az8ewe9fmDdfgLK,"['comedy', 'comic']",['comedy'],comedy,sad
0.348,0.968,-6.163,0.488,0.908,0.186,0.985,0.105,92.057,53533.0,0.0,1.0,True,Intro / The Dane Train,https://open.spotify.com/track/7qhNyshwbgKI4tnYqGv2eF,"['comedy', 'comic']",['comedy'],comedy,energetic
0.645,0.875,-7.307,0.909,0.737,0.0,0.811,0.569,80.98,44466.0,0.0,1.0,True,Itchy Asshole,https://open.spotify.com/track/6Z9sHqVb6Hzg5OC6fmBDAI,"['comedy', 'comic']",['comedy'],comedy,happy
0.514,0.944,-7.881,0.864,0.76,1.18e-06,0.755,0.168,93.477,120000.0,0.0,1.0,True,Superpowers,https://open.spotify.com/track/2Z4x5gw3OcDfCeuNE7Jlsl,"['comedy', 'comic']",['comedy'],comedy,energetic
0.493,0.916,-6.156,0.9,0.766,0.0,0.956,0.358,167.65,143000.0,0.0,1.0,True,The Friend Nobody Likes,https://open.spotify.com/track/0FKrkfPsioDxecmfxH3p9j,"['comedy', 'comic']",['comedy'],comedy,energetic
0.569,0.957,-5.349,0.88,0.78,0.0,0.813,0.394,88.576,185000.0,0.0,1.0,True,OBBY,https://open.spotify.com/track/3BOkzPcvfYt0P8h0xDcsnd,"['comedy', 'comic']",['comedy'],comedy,energetic
0.498,0.959,-5.301,0.934,0.777,0.0,0.921,0.372,71.747,203000.0,0.0,1.0,True,Creepy Guy @ Work,https://open.spotify.com/track/1IKVMv0NipKnefcYtLOUuX,"['comedy', 'comic']",['comedy'],comedy,energetic
0.615,0.948,-5.368,0.892,0.755,0.0,0.804,0.385,45.084,121000.0,0.0,1.0,True,L'O'V'E,https://open.spotify.com/track/3Lmc1Q4LJFBIoGwwIIeAQp,"['comedy', 'comic']",['comedy'],comedy,energetic
0.514,0.934,-4.988,0.831,0.79,8.26e-06,0.832,0.326,79.13,107000.0,0.0,1.0,True,Turn On's Slash Turn Off's,https://open.spotify.com/track/2WBwVeHsX0nP9WTr4LoTX3,"['comedy', 'comic']",['comedy'],comedy,energetic
0.596,0.926,-5.193,0.854,0.748,0.0,0.931,0.572,83.261,125000.0,0.0,1.0,True,Exaggerating GF / Bachelor,https://open.spotify.com/track/03roQ537Kwv96k4OBM7Q0x,"['comedy', 'comic']",['comedy'],comedy,happy
0.563,0.948,-5.449,0.874,0.761,0.0,0.966,0.39,83.028,366000.0,0.0,1.0,True,The Nothing Fight,https://open.spotify.com/track/1VNHgZvE1jnTMqbV0bux0X,"['comedy', 'comic']",['comedy'],comedy,happy
0.471,0.94,-5.899,0.808,0.83,1.79e-06,0.919,0.355,87.513,192100000.0,0.0,1.0,True,My Son Optimus Prime,https://open.spotify.com/track/6uKTl2Y5JbFTR6cdPpbcr5,"['comedy', 'comic']",['comedy'],comedy,energetic
0.445,0.949,-6.361,0.93,0.799,2.17e-06,0.891,0.266,78.868,653000.0,0.0,1.0,True,One Night Stand / DJ Diddles,https://open.spotify.com/track/6WIKjupOsOdh6yj4tZZe3i,"['comedy', 'comic']",['comedy'],comedy,energetic
0.499,0.917,-7.8,0.895,0.752,1.32e-06,0.98,0.307,85.23,229000.0,0.0,1.0,True,Where's The Handle?,https://open.spotify.com/track/4drTC0B3NqlwsuElYbCxw7,"['comedy', 'comic']",['comedy'],comedy,energetic
0.448,0.968,-4.747,0.705,0.805,1.95e-06,0.974,0.226,81.747,251786.0,0.0,1.0,True,"Let's Do This, I'm A Cashew",https://open.spotify.com/track/1MfPpKkLeCnWEF7R48y5D4,"['comedy', 'comic']",['comedy'],comedy,energetic
0.533,0.869,-8.874,0.937,0.833,0.0,0.977,0.169,72.216,124066.0,0.0,1.0,False,Opening,https://open.spotify.com/track/6GpK8mr4kTt0blbarimuBS,['comedy'],['comedy'],comedy,sad
0.576,0.857,-8.314,0.935,0.795,0.0,0.969,0.243,59.134,125733.0,0.0,1.0,False,Drinking,https://open.spotify.com/track/0zOyZSm2YOcrjb7gxL75o8,['comedy'],['comedy'],comedy,happy
0.53,0.856,-9.195,0.914,0.756,0.0,0.966,0.152,106.864,380400.0,0.0,1.0,False,Smoking Pot,https://open.spotify.com/track/1tp4XAdHfIWAULVtceXdXv,['comedy'],['comedy'],comedy,sad
0.467,0.828,-8.906,0.948,0.718,0.0,0.935,0.446,176.54,37506.0,0.0,1.0,False,Gay,https://open.spotify.com/track/42tvGqpStc0Z2gq7xJhVPU,['comedy'],['comedy'],comedy,happy
0.629,0.751,-8.504,0.892,0.633,0.0,0.906,0.494,103.149,96733.0,0.0,1.0,False,Party,https://open.spotify.com/track/343rSPS8GAY1WxIK8qXIXj,['comedy'],['comedy'],comedy,happy
0.521,0.747,-9.02,0.934,0.856,0.0,0.757,0.235,100.412,186760.0,0.0,1.0,False,Birthday Gift,https://open.spotify.com/track/2j2ITpWafdNevbJfZJwQfW,['comedy'],['comedy'],comedy,happy
0.497,0.813,-14.235,0.888,0.438,0.0,0.929,0.413,106.034,375768.0,13.0,1.0,False,Log Ride (Jfl 2010),https://open.spotify.com/track/1RwP0ZwoUDBsnlUVbFfaFV,"['comedy', 'latino comedy']",['comedy'],comedy,happy
0.697,0.764,-6.612,0.923,0.909,0.0,0.829,0.574,53.299,299746.0,33.0,1.0,False,Breaking the Mold,https://open.spotify.com/track/7BZazAsQR7NyIRwxPNjIRE,"['comedy', 'latino comedy']",['comedy'],comedy,happy
0.502,0.93,-3.766,0.907,0.864,0.0,0.955,0.532,64.234,269280.0,30.0,1.0,False,The Bear Community,https://open.spotify.com/track/4toPZ33TrcyQdFQUEx6kEX,"['comedy', 'latino comedy']",['comedy'],comedy,energetic
0.579,0.97,-2.778,0.904,0.792,0.0,0.937,0.372,92.146,295600.0,0.0,1.0,True,"Tiger Escapes From Zoo, Frees Person From Life",https://open.spotify.com/track/7wFxzRX843c115H1DrQFlf,['comedy'],['comedy'],comedy,energetic
0.559,0.915,-2.986,0.842,0.82,0.0,0.643,0.53,93.605,160329.0,0.0,1.0,True,Legal Weed / Paranoia,https://open.spotify.com/track/2LjBZPZXQviizfmaoiNrc8,['comedy'],['comedy'],comedy,energetic
0.512,0.952,-3.455,0.872,0.885,0.0,0.902,0.438,145.981,248166.0,0.0,1.0,True,Sleeping and Masturbation,https://open.spotify.com/track/6STGt9wixgkT4LLmkFvl57,['comedy'],['comedy'],comedy,energetic
0.601,0.884,-3.043,0.784,0.839,0.0,0.904,0.671,116.319,210050.0,0.0,1.0,True,Zoo,https://open.spotify.com/track/3eiqezikX3zj8ZodRmiC4N,['comedy'],['comedy'],comedy,energetic
0.578,0.834,-3.58,0.911,0.84,0.0,0.745,0.487,170.353,161230.0,0.0,1.0,True,I Lie Onstage,https://open.spotify.com/track/2ZAoSzhlpYxOFApaiyZPJd,['comedy'],['comedy'],comedy,happy
0.538,0.915,-4.907,0.885,0.863,0.0,0.614,0.512,96.484,103300.0,0.0,1.0,True,First Time a Girl Hit Me,https://open.spotify.com/track/0lvOERiSFmuC6BmHsw6FLn,['comedy'],['comedy'],comedy,energetic
0.623,0.892,-2.805,0.766,0.837,0.0,0.826,0.523,129.203,-359471.0,0.0,1.0,True,Just For Men,https://open.spotify.com/track/2lbnjyYH0zKvwKajwxVpda,['comedy'],['comedy'],comedy,energetic
0.611,0.854,-4.18,0.887,0.862,0.0,0.649,0.486,102.162,433553.0,0.0,1.0,True,Bigfoot,https://open.spotify.com/track/3ddDyXrYvZvXL2YvYlpeBN,['comedy'],['comedy'],comedy,happy
0.57,0.86,-4.481,0.872,0.85,0.0,0.676,0.638,87.86,311830.0,0.0,1.0,True,Aliens and Kim Kardashian,https://open.spotify.com/track/6VLHcr5qrvn9zAYVkipam1,['comedy'],['comedy'],comedy,happy
0.554,0.926,-3.332,0.912,0.826,0.0,0.615,0.379,96.87,481549.0,0.0,1.0,True,Gay People,https://open.spotify.com/track/3mhSDNYc8PZjZe5l4BbeA3,['comedy'],['comedy'],comedy,energetic
0.536,0.864,-3.051,0.841,0.857,0.0,0.762,0.576,90.009,489145.0,0.0,1.0,True,Game of Thrones and Vegans,https://open.spotify.com/track/3GiKuBnEDhjJor0F06FwfT,['comedy'],['comedy'],comedy,energetic
0.481,0.719,-8.734,0.949,0.839,0.0,0.815,0.48,171.922,206506.0,0.0,1.0,False,Whiffle ball Tony,https://open.spotify.com/track/3k01J9mH5pR0aDgkrtVhKs,"['new comedy', 'clean comedy', 'comedy', 'deep comedy']",['comedy'],comedy,happy
0.69,0.519,-9.758,0.885,0.811,0.0,0.892,0.761,116.878,64000.0,0.0,1.0,False,Sympathy Card,https://open.spotify.com/track/4QZ8yWS8VFlh3dBfAq9y4Z,"['new comedy', 'clean comedy', 'comedy', 'deep comedy']",['comedy'],comedy,happy
0.626,0.524,-10.681,0.92,0.76,0.0,0.775,0.478,118.368,323493.0,0.0,1.0,False,"Arctic Fox, It's A Setup!",https://open.spotify.com/track/59cb4sKmk3jBAwdTvTUnSc,"['new comedy', 'clean comedy', 'comedy', 'deep comedy']",['comedy'],comedy,happy
0.458,0.949,-9.841,0.934,0.929,3.08e-06,0.916,0.0987,98.133,137906.0,0.0,1.0,True,Canal Smarts,https://open.spotify.com/track/3eiqrDBHpUFJbJIyNNU7N7,"['comedy', 'comic']",['comedy'],comedy,energetic
0.504,0.92,-9.246,0.942,0.921,0.0,0.878,0.173,108.669,154306.0,0.0,1.0,True,The Vacuumist,https://open.spotify.com/track/2xosDfFhDMQSjdtiHpLqk9,"['comedy', 'comic']",['comedy'],comedy,energetic
0.478,0.953,-8.597,0.925,0.902,2.02e-06,0.856,0.0779,119.443,210000.0,0.0,1.0,True,Belt,https://open.spotify.com/track/12h8B0SNSVU8QIm2gJvK7u,"['comedy', 'comic']",['comedy'],comedy,energetic
0.481,0.941,-8.368,0.951,0.931,1.29e-06,0.954,0.0891,86.775,197066.0,0.0,1.0,True,Soda Pop,https://open.spotify.com/track/7ITw7IM9zMFmPNdQQ8KLk2,"['comedy', 'comic']",['comedy'],comedy,energetic
0.675,0.949,-4.217,0.921,0.733,0.0,0.325,0.336,101.331,73320.0,0.0,1.0,True,Black President/Illegal Weed/Gray Hair on My Balls,https://open.spotify.com/track/2gtd4VRhs87VoO8BaPmDRQ,['comedy'],['comedy'],comedy,happy
0.643,0.935,-3.819,0.947,0.714,0.0,0.728,0.444,74.13,147093.0,0.0,1.0,True,I Made a Baby/Breast Milk,https://open.spotify.com/track/0E2HVR5OauGiFHvxp3Pg70,['comedy'],['comedy'],comedy,energetic
0.576,0.976,-2.754,0.916,0.757,0.0,0.832,0.354,96.919,173666.0,0.0,1.0,True,Anti-Pot Talking Dogs,https://open.spotify.com/track/7nkOKwRa4q4k0i41ZMqtrW,['comedy'],['comedy'],comedy,energetic
0.665,0.969,-2.612,0.923,0.788,0.0,0.792,0.42,77.629,111080.0,0.0,1.0,True,Pot Is Not for Everyone,https://open.spotify.com/track/6UTUUHsmivOjybWXClcAmq,['comedy'],['comedy'],comedy,energetic
0.567,0.956,-2.525,0.942,0.786,0.0,0.575,0.404,174.392,277640.0,0.0,1.0,True,Pot Stops You From Doing Stupid Shit/Mount Everest,https://open.spotify.com/track/4jhF2ZQbSWmMZ6K3YDlyd8,['comedy'],['comedy'],comedy,energetic
0.59,0.961,-2.587,0.836,0.721,0.0,0.916,0.414,88.165,179520.0,0.0,1.0,True,Telepathy/Ted Haggard Got Cured of the Gay,https://open.spotify.com/track/6EHiD6u2N1WH2GmorUdrcE,['comedy'],['comedy'],comedy,energetic
0.589,0.886,-3.258,0.906,0.728,0.0,0.896,0.489,83.805,133493.0,0.0,1.0,True,Mormons/Gay Marriage/Chimp Prostitution,https://open.spotify.com/track/4Xph7FgRvHEclHFaNyAjNN,['comedy'],['comedy'],comedy,energetic
0.656,0.934,-2.252,0.874,0.799,0.0,0.804,0.487,108.18,205946.0,0.0,1.0,True,Dr. Phil and His Shitty Advice,https://open.spotify.com/track/6ZQIqQDiMXtRv6EVYw1Jt0,['comedy'],['comedy'],comedy,energetic
0.545,0.97,-2.456,0.938,0.795,0.0,0.888,0.303,71.811,173480.0,0.0,1.0,True,"Touching Yourself Is Evolutionary, Don't Blow Yourself",https://open.spotify.com/track/6NolyLLAFJJdCkSyQAeUTm,['comedy'],['comedy'],comedy,energetic
0.623,0.759,-8.447,0.905,0.719,0.0,0.657,0.451,123.097,222933.0,0.0,1.0,False,"Pot, Jet Packs, and Peace in the Middle East (and drunk people yelling s''t on my CD)",https://open.spotify.com/track/0do7bITpsmr8WFIwnzmB88,['comedy'],['comedy'],comedy,happy
0.547,0.698,-8.578,0.947,0.741,0.0,0.571,0.493,79.359,180613.0,0.0,1.0,False,72 Virgins,https://open.spotify.com/track/784lLaX8rR0W5xCfIQJ6xp,['comedy'],['comedy'],comedy,happy
0.564,0.72,-8.878,0.878,0.745,0.0,0.603,0.371,117.855,212453.0,0.0,1.0,False,"Suicide Bombings, Sad Penis, and Big Party Girl",https://open.spotify.com/track/6qxBBtV52uL1YGOTy7WYVm,['comedy'],['comedy'],comedy,happy
0.575,0.63,-10.507,0.898,0.689,0.0,0.654,0.483,100.494,313586.0,0.0,1.0,False,"Jerk off First, Safe Zone",https://open.spotify.com/track/7dQCvbUCKg6H0wUi0At9gY,['comedy'],['comedy'],comedy,happy
0.649,0.566,-11.305,0.933,0.672,0.0,0.84,0.54,128.547,199946.0,0.0,1.0,False,Bisexual Dudes Giving Advice,https://open.spotify.com/track/03w5w3EqeTNIFMAtlnKb2R,['comedy'],['comedy'],comedy,happy
0.618,0.821,-7.489,0.922,0.799,0.0,0.762,0.497,83.278,182426.0,0.0,1.0,False,"Gay Is Funny, Brokeback Mountain",https://open.spotify.com/track/35Mdei0OjfE6Zwn8jfuTfy,['comedy'],['comedy'],comedy,happy
0.643,0.67,-8.158,0.929,0.686,0.0,0.81,0.494,64.063,156680.0,0.0,1.0,False,Osama Is Right out of a Comic Book and the Terrorist Cell Phone Network,https://open.spotify.com/track/0sbdhF7LXVuXqVE4UpCE0Y,['comedy'],['comedy'],comedy,happy
0.552,0.679,-9.264,0.942,0.764,0.0,0.486,0.458,84.557,392240.0,0.0,1.0,False,"Boycotting and People Who Like Animals More than People, March of the Penguins",https://open.spotify.com/track/6faeYVglMNa976bsK1HhPs,['comedy'],['comedy'],comedy,sad
0.601,0.722,-9.379,0.932,0.695,0.0,0.169,0.31,101.091,281386.0,0.0,1.0,False,Big D''k Pills,https://open.spotify.com/track/4EXtrcLRkyPowOSi2R8zHj,['comedy'],['comedy'],comedy,happy
0.634,0.603,-10.705,0.919,0.702,0.0,0.577,0.467,132.38,587333.0,0.0,1.0,False,Dumb People Out-Breeding Smart People Explains the Pyramids,https://open.spotify.com/track/3z0eY2pv7ucU9R4cieiqYW,['comedy'],['comedy'],comedy,happy
0.568,0.613,-10.091,0.914,0.717,0.0,0.82,0.38,94.794,310906.0,0.0,1.0,False,"I Was Raised Catholic, in Search of Noah's Ark",https://open.spotify.com/track/3C2ektLJkBXQJfl5BwXVGq,['comedy'],['comedy'],comedy,happy
0.578,0.62,-9.152,0.919,0.792,0.0,0.813,0.567,85.767,141453.0,0.0,1.0,False,"Wesley Snipes, The UFC, and Jim Brown",https://open.spotify.com/track/6L5ACrxNRbQhC2LoGnfs88,['comedy'],['comedy'],comedy,happy
0.534,0.521,-10.791,0.938,0.807,0.0,0.821,0.557,68.254,48853.0,0.0,1.0,False,"Eddie Bravo, Show Me Your P'''y, and Text Messaging",https://open.spotify.com/track/4cDwwCJi1s6SzxUL3zgPhW,['comedy'],['comedy'],comedy,sad
0.514,0.611,-10.909,0.922,0.778,0.0,0.74,0.369,81.676,252213.0,0.0,1.0,False,"Lady And Her Son, Ex-Boyfriends Are Hungry Wolves",https://open.spotify.com/track/3E4KbxXCMINcTuGzeVo8Sn,['comedy'],['comedy'],comedy,sad
0.509,0.77,-9.617,0.95,0.901,0.0,0.895,0.345,96.384,131880.0,0.0,1.0,False,Joe Bags,https://open.spotify.com/track/4nkHsXdRUmIfw1FRcMtLQj,"['new comedy', 'clean comedy', 'comedy', 'deep comedy']",['comedy'],comedy,happy
0.553,0.839,-7.069,0.92,0.865,0.0,0.884,0.495,116.838,266093.0,0.0,1.0,False,Landfill Pretzels,https://open.spotify.com/track/227FZHsQue0rwTttrEJwtP,"['new comedy', 'clean comedy', 'comedy', 'deep comedy']",['comedy'],comedy,happy
