danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,number_of_artists,explicit,name,url,genres,filtered_genres,top_genre,emotion
0.549,0.911,-3.246,0.0541,0.0109,0.011,0.413,0.227,128.029,221718.0,15.0,3.0,False,Another You - Mark Sixma Remix,https://open.spotify.com/track/2jS4PKTSK8UaqUnEf31FaP,"['progressive house', 'uplifting trance', 'trance', 'pop dance', 'edm', 'dutch trance']","['trance', 'edm']",edm,energetic
0.59,0.916,-5.109,0.0725,0.00218,0.93,0.116,0.0749,128.084,226202.0,5.0,2.0,False,Don't You Want Me 2015 - Dimitri Vegas & Like Mike Remix,https://open.spotify.com/track/0RMckdsOqgGSdLRoWbbWbo,"['hip house', 'progressive electro house', 'rave', 'hardcore techno', 'belgian dance', 'electro house', 'pop dance', 'dutch house', 'edm', 'belgian edm', 'big room']",['edm'],edm,energetic
0.696,0.947,-1.973,0.0402,0.0438,0.172,0.0854,0.506,127.985,197363.0,0.0,3.0,False,No Turning Back - Ummet Ozcan Radio Edit,https://open.spotify.com/track/2XDyh7ydff9XgXYwsd7dWR,"['progressive electro house', 'electro house', 'pop dance', 'dutch house', 'edm', 'big room']",['edm'],edm,happy
0.743,0.97,-3.067,0.13,0.000464,0.493,0.0964,0.352,127.992,253134.0,0.0,1.0,False,Bring That Beat,https://open.spotify.com/track/3DHjvvsfjRNeOFG4YIFJhd,"['progressive electro house', 'electro house', 'pop dance', 'dutch house', 'edm']",['edm'],edm,energetic
0.624,0.95,-3.912,0.041,0.0212,0.246,0.491,0.239,128.0,200551.0,0.0,1.0,False,Unstoppable,https://open.spotify.com/track/2gxUTAejN2pzmIM60c49TA,"['dance pop', 'electro house', 'pop dance', 'dutch house', 'edm', 'big room']",['edm'],edm,energetic
0.609,0.992,-1.886,0.334,0.00218,0.0,0.772,0.0669,127.989,142500.0,0.0,2.0,False,The Wave,https://open.spotify.com/track/1nqEbO3jSkDNdtWR74snPr,"['progressive electro house', 'melbourne bounce international', 'slap house', 'electro house', 'pop dance', 'dutch house', 'edm']",['edm'],edm,energetic
0.633,0.957,-3.081,0.0822,0.00359,0.811,0.382,0.331,128.013,193529.0,0.0,2.0,False,Hope,https://open.spotify.com/track/7fj3fjbB8Z9zMR8girBAi0,"['progressive electro house', 'sky room', 'melbourne bounce', 'electro house', 'pop dance', 'dutch house', 'edm']",['edm'],edm,happy
0.187,0.994,-1.25,0.09,0.125,0.191,0.241,0.107,191.814,240000.0,0.0,1.0,False,Legend - Original Mix,https://open.spotify.com/track/2EzxiWpOhTOgC2jdRFgVJx,"['progressive electro house', 'melbourne bounce international', 'slap house', 'electro house', 'pop dance', 'dutch house', 'edm']",['edm'],edm,energetic
0.542,0.878,-5.458,0.0496,0.0023,0.578,0.146,0.157,128.034,204536.0,0.0,4.0,False,Into the Light - Original Edit,https://open.spotify.com/track/67Qk7SVn8y9JZdUHrmIUC0,"['progressive electro house', 'progressive house', 'pop edm', 'electro house', 'pop dance', 'dutch house', 'edm', 'big room', 'dutch trance']",['edm'],edm,energetic
0.552,0.978,-3.792,0.0447,0.000163,0.373,0.121,0.413,125.978,165714.0,0.0,3.0,False,Indigo,https://open.spotify.com/track/5WNW9DL2FiwuRnivTkvNNn,"['progressive electro house', 'progressive uplifting trance', 'progressive house', 'slap house', 'electro house', 'pop dance', 'dutch house', 'edm', 'belgian edm', 'big room']",['edm'],edm,energetic
0.68,0.787,-3.059,0.0531,0.00151,0.0754,0.0989,0.209,125.972,259523.0,0.0,4.0,False,Secrets - Don Diablo’s VIP Mix,https://open.spotify.com/track/3hqFZZOMBsW6iSBRkDdAir,"['dutch edm', 'progressive electro house', 'progressive house', 'future house', 'edm', 'slap house', 'indian edm', 'trance', 'pop dance', 'electro house', 'dutch house', 'brostep', 'australian dance', 'big room', 'house']","['edm', 'trance', 'house']",edm,energetic
0.533,0.785,-4.836,0.314,0.0814,1.04e-05,0.157,0.439,172.064,189793.0,54.0,3.0,False,Everything But You (feat. A7S) - Luude Remix,https://open.spotify.com/track/2dLU5EMUxumBWWdzDCL7Lc,"['uk dance', 'uk funky', 'pop', 'aussietronica', 'pop dance', 'scandipop']",['pop'],pop,happy
0.58,0.888,-3.058,0.0942,0.158,0.0,0.111,0.694,171.986,167434.0,41.0,3.0,True,Hallucination - Luude Remix,https://open.spotify.com/track/272Pe5QxPswPH6P1qLq05K,"['pop edm', 'slap house', 'uk dance', 'uk pop', 'pop', 'aussietronica', 'pop dance', 'gauze pop']",['pop'],pop,happy
0.541,0.921,-4.205,0.0455,0.0399,0.0938,0.144,0.157,174.013,218318.0,56.0,3.0,False,Still Sleepless - Ekko & Sidetrack Remix,https://open.spotify.com/track/2Tnt1ux4o63qXFR8G9kePT,"['uk dance', 'electro house', 'pop dance', 'dancefloor dnb', 'house']",['house'],house,energetic
0.526,0.904,-4.942,0.0476,0.00387,0.152,0.1,0.096,172.014,166629.0,45.0,2.0,False,Mixed Signals,https://open.spotify.com/track/6pQmNVpzpfuaC3Tr375Ov3,"['electro', 'edm', 'complextro', 'trap', 'pop dance', 'rap', 'brostep', 'melodic rap']","['electro', 'edm']",edm,energetic
0.619,0.838,-3.383,0.0759,0.0437,0.0,0.0834,0.717,130.13,174643.0,54.0,2.0,False,Monsters (feat. 24kGoldn),https://open.spotify.com/track/1sc1LUE0z2kiAFG7ZZlcDZ,"['edm', 'cali rap']",['edm'],edm,happy
0.585,0.866,-4.32,0.0477,0.00741,0.000947,0.496,0.143,150.014,140000.0,50.0,2.0,False,Turn The Lights Down Low (with R3HAB),https://open.spotify.com/track/6k330QxFV5VXZSDj5wTUNR,"['progressive electro house', 'melbourne bounce international', 'slap house', 'melbourne bounce', 'electro house', 'pop dance', 'dutch house', 'big room', 'edm', 'australian dance']",['edm'],edm,energetic
0.51,0.799,-6.649,0.101,0.0527,0.000199,0.222,0.205,111.9,214285.0,39.0,3.0,False,Sky Is Crying (Kasbo Remix),https://open.spotify.com/track/3RgjEXlZkztwxqZQBGteQo,"['pop edm', 'malaysian pop', 'future bass', 'electro house', 'swedish electropop', 'edm', 'vapor twitch']",['edm'],edm,happy
0.81,0.571,-7.189,0.085,0.0624,1.63e-06,0.094,0.771,125.994,179374.0,21.0,3.0,False,Drive (feat. Wes Nelson),https://open.spotify.com/track/78eRc7pu55jjkBIoFHNELy,"['pop edm', 'uk dance', 'uk funky', 'pop', 'german dance', 'pop dance']",['pop'],pop,happy
0.676,0.786,-4.529,0.0478,0.197,0.0,0.0943,0.483,125.983,218358.0,27.0,2.0,False,Lasting Lover,https://open.spotify.com/track/3jndxeT5u3nLk8xeInW6pa,"['dance pop', 'uk dance', 'uk pop', 'pop', 'pop dance', 'edm', 'talent show']","['pop', 'edm']",pop,happy
0.631,0.887,-3.795,0.116,0.431,2.77e-05,0.128,0.432,124.95,200160.0,33.0,3.0,False,Alane - Don Diablo Remix,https://open.spotify.com/track/4oY1yEWzPUxXSF6EwYtllD,"['progressive electro house', 'progressive house', 'future house', 'cameroonian pop', 'deep house', 'german dance', 'pop dance', 'electro house', 'deep euro house', 'dutch house', 'edm', 'tropical house']",['edm'],edm,happy
0.685,0.781,-6.786,0.0326,0.0878,0.824,0.319,0.065,122.015,188483.0,52.0,1.0,False,Fibonacci,https://open.spotify.com/track/0Jb3Kq7oDqRznHPIcrQpiX,"['progressive house', 'swiss pop', 'electra', 'deep house', 'house']",['house'],house,happy
0.629,0.88,-3.936,0.0526,0.0124,0.0,0.392,0.41,124.036,192096.0,0.0,2.0,False,Summer Nights - Tiësto’s Deep House Remix,https://open.spotify.com/track/2SlEXZvaZJxxrFT1v0BVUQ,"['dutch edm', 'urban contemporary', 'edm', 'slap house', 'pop soul', 'pop', 'trance', 'pop dance', 'neo soul', 'brostep', 'big room', 'house']","['edm', 'pop', 'trance', 'house']",pop,energetic
0.646,0.832,-4.097,0.0351,0.117,0.873,0.145,0.291,120.0,169559.0,19.0,1.0,False,Sweet Melody - Radio Mix,https://open.spotify.com/track/5IiwHzIYP0HyiBf7onR3Sm,"['progressive house', 'swiss pop', 'electra', 'deep house', 'house']",['house'],house,happy
0.662,0.69,-10.627,0.0537,0.00278,0.0241,0.164,0.536,126.019,325714.0,32.0,2.0,False,Faith (feat. Marlena Shaw),https://open.spotify.com/track/6TLUvU36Phy9kt6NxAWQuw,"['progressive house', 'deep groove house', 'future house', 'electro house', 'pop dance', 'edm', 'house']","['edm', 'house']",edm,energetic
0.562,0.968,-3.86,0.116,0.00304,0.85,0.344,0.132,140.069,158785.0,28.0,2.0,False,Ready to Rave,https://open.spotify.com/track/4cTtvsPzkmu8dMKIVwL8fi,"['progressive electro house', 'progressive house', 'trance', 'electro house', 'pop dance', 'dutch house', 'edm', 'big room', 'dutch trance']","['trance', 'edm']",edm,happy
0.588,0.697,-4.744,0.0372,0.186,0.000219,0.103,0.225,125.157,190416.0,55.0,3.0,False,Promises (with Sam Smith) - David Guetta Remix,https://open.spotify.com/track/3Lv3frZVXU7Q0JEFvLIzWW,"['progressive house', 'dance pop', 'uk dance', 'uk pop', 'pop', 'electro house', 'pop dance', 'edm', 'big room', 'house']","['pop', 'edm', 'house']",pop,happy
0.682,0.945,-3.244,0.0587,0.00918,0.712,0.138,0.621,127.989,182000.0,48.0,2.0,False,Pulverturm - Tiësto's Big Room Remix,https://open.spotify.com/track/5cNLc9PNhzbGC3DKZeWGSL,"['dutch edm', 'edm', 'slap house', 'trance', 'pop dance', 'german techno', 'brostep', 'bubble trance', 'big room', 'house']","['edm', 'trance', 'house']",edm,energetic
0.756,0.938,-3.489,0.103,0.0743,0.336,0.0765,0.562,125.019,176640.0,17.0,1.0,False,Big Love To The Bass,https://open.spotify.com/track/6ISDodc2dFgbRXA97oC2iQ,"['progressive electro house', 'progressive house', 'electro house', 'pop dance', 'russian edm', 'dutch house', 'edm']",['edm'],edm,energetic
0.616,0.952,-4.842,0.041,0.0338,0.0193,0.349,0.157,150.003,200000.0,22.0,3.0,False,Blah Blah Blah - Brennan Heart & Toneshifterz Remix,https://open.spotify.com/track/7r07PItvM8IJUi8cNnthhi,"['progressive house', 'rawstyle', 'trance', 'pop dance', 'euphoric hardstyle', 'classic hardstyle', 'edm', 'dutch trance']","['trance', 'edm']",edm,energetic
0.597,0.832,-3.865,0.0782,0.114,1.16e-06,0.7,0.374,126.069,176190.0,33.0,1.0,False,I Got You,https://open.spotify.com/track/4QE7rcOeNErdz87pgSZ823,"['progressive electro house', 'future house', 'electro house', 'pop dance', 'dutch house', 'edm', 'big room']",['edm'],edm,happy
0.601,0.939,-3.191,0.115,0.0905,0.000611,0.53,0.336,127.875,149414.0,39.0,1.0,False,Magic,https://open.spotify.com/track/1stV66277oZEXpVilOxJu4,"['progressive electro house', 'slap house', 'electro house', 'pop dance', 'dutch house', 'edm', 'big room', 'indian edm']",['edm'],edm,energetic
0.374,0.914,-3.76,0.191,0.015,0.00158,0.815,0.318,128.152,199691.0,0.0,3.0,False,Waste It On Me - W&W Remix,https://open.spotify.com/track/6gh1S7lJpnRwqB9XRRBJGY,"['k-pop boy group', 'progressive electro house', 'k-pop', 'progressive house', 'pop', 'electro house', 'pop dance', 'dutch house', 'edm', 'big room', 'dutch trance']","['k-pop', 'pop', 'edm']",pop,energetic
0.53,0.883,-3.262,0.0367,0.00463,0.0,0.1,0.0696,74.982,211191.0,42.0,2.0,False,Zombie - Bassjackers Remix,https://open.spotify.com/track/5YhRlB41Wng6ajvl8KIpfT,"['progressive electro house', 'tekk', 'edm', 'rawstyle', 'electro house', 'pop dance', 'dutch house', 'classic hardstyle']",['edm'],edm,energetic
0.589,0.882,-4.262,0.0983,0.0279,0.149,0.192,0.255,150.038,217284.0,0.0,4.0,False,Booyah 2018 Remixes (feat. We Are Loud & Sonny Wilson) - TNT Aka Technoboy 'N' Tuneboy Remix,https://open.spotify.com/track/6Tc2gdEdDhJplcQYuY717j,"['dutch edm', 'progressive electro house', 'edm', 'electro house', 'euphoric hardstyle', 'pop dance', 'dutch house', 'classic hardstyle']",['edm'],edm,energetic
0.759,0.817,-2.931,0.0451,0.00158,0.0512,0.317,0.177,128.008,152338.0,22.0,2.0,False,ADHD,https://open.spotify.com/track/0NBG8XHD1xri39FtzwVelX,"['dutch edm', 'progressive electro house', 'future house', 'electro house', 'pop dance', 'dutch house', 'edm']",['edm'],edm,energetic
0.589,0.751,-5.124,0.0975,0.014,3.09e-06,0.549,0.178,128.269,221250.0,0.0,2.0,False,Being Alive,https://open.spotify.com/track/6I8gVxB8KT0XyYKnVyarys,"['progressive electro house', 'progressive house', 'electro house', 'pop dance', 'dutch house', 'edm', 'big room']",['edm'],edm,happy
0.534,0.713,-11.779,0.0324,0.00167,0.00478,0.162,0.843,137.645,249306.0,0.0,1.0,False,Big City Nights,https://open.spotify.com/track/74QjBGkfTMKC7pTwkmMUdD,"['album rock', 'german hard rock', 'hard rock', 'german rock', 'rock', 'german metal']",['rock'],rock,happy
0.536,0.72,-11.277,0.0436,0.00202,0.000127,0.357,0.633,117.367,198906.0,65.0,1.0,False,Youth Gone Wild,https://open.spotify.com/track/1jF5Id0OPFU1Mae8BEUF5u,"['album rock', 'metal', 'hard rock', 'glam metal', 'rock']","['metal', 'rock']",rock,happy
0.587,0.891,-3.381,0.0361,0.000261,0.00454,0.314,0.705,124.005,255573.0,62.0,1.0,False,Rock You Like a Hurricane - 2011,https://open.spotify.com/track/46QazXxQS0B31CnbRCy8CV,"['album rock', 'german hard rock', 'hard rock', 'german rock', 'rock', 'german metal']",['rock'],rock,energetic
0.498,0.887,-8.344,0.0383,0.00392,0.000376,0.209,0.714,139.126,226973.0,0.0,1.0,False,Ain't Talkin' 'Bout Love,https://open.spotify.com/track/4UmehW6tTXGC7HsuIGujMR,"['album rock', 'classic rock', 'hard rock', 'rock']",['rock'],rock,energetic
0.489,0.953,-4.615,0.0858,0.02,0.00021,0.113,0.447,94.443,195853.0,0.0,1.0,False,Shout At The Devil,https://open.spotify.com/track/1hqrYSqvNc9x3BETX1cZhk,"['album rock', 'metal', 'hard rock', 'glam metal', 'sleaze rock', 'alternative metal', 'rock']","['metal', 'rock']",rock,energetic
0.637,0.738,-5.738,0.0424,0.0125,0.00148,0.137,0.665,105.905,248398.0,0.0,1.0,False,Rock Of Ages (2012),https://open.spotify.com/track/0zOUO2Cbz0C1F8qbrebIxn,"['album rock', 'classic rock', 'hard rock', 'glam metal', 'rock', 'nwobhm']",['rock'],rock,happy
0.61,0.824,-6.046,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133.0,64.0,1.0,False,Living After Midnight,https://open.spotify.com/track/0IXpUl1fn2QZcBavfuq0H4,"['album rock', 'metal', 'hard rock', 'glam metal', 'alternative metal', 'birmingham metal', 'rock']","['metal', 'rock']",rock,energetic
0.479,0.847,-11.036,0.0984,0.00884,0.000206,0.144,0.317,90.654,228560.0,59.0,1.0,False,Detroit Rock City,https://open.spotify.com/track/3uz0O62HqYoyRiWZjS61KK,"['hard rock', 'glam rock', 'rock']",['rock'],rock,energetic
0.679,0.866,-6.053,0.0634,0.00376,3.1e-05,0.312,0.785,124.325,201400.0,0.0,1.0,False,Heaven's On Fire,https://open.spotify.com/track/12A0IAyIegPcMStxpk47YM,"['hard rock', 'glam rock', 'rock']",['rock'],rock,energetic
0.286,0.856,-6.777,0.0585,0.0238,0.0542,0.487,0.696,162.12,250973.0,0.0,1.0,False,The Trooper - 1998 Remastered Version,https://open.spotify.com/track/2pxAohyJptQWTQ5ZRWYijN,"['metal', 'hard rock', 'alternative metal', 'rock', 'nwobhm']","['metal', 'rock']",rock,energetic
0.58,0.885,-5.154,0.0715,0.1,0.00157,0.146,0.788,145.405,137933.0,72.0,1.0,False,Tush - 2006 Remaster,https://open.spotify.com/track/6zGDIDjfDkPyNxrEERO3XG,"['album rock', 'classic rock', 'hard rock', 'blues rock', 'rock']",['rock'],rock,happy
0.486,0.811,-5.853,0.0346,0.135,0.0419,0.125,0.852,99.595,212653.0,0.0,1.0,False,Too Young To Fall In Love,https://open.spotify.com/track/2rVZC1JG8pBIuUUdrpvjPx,"['album rock', 'metal', 'hard rock', 'glam metal', 'sleaze rock', 'alternative metal', 'rock']","['metal', 'rock']",rock,sad
0.466,0.907,-5.905,0.0724,0.0353,2.69e-05,0.45,0.608,151.966,332493.0,0.0,1.0,False,Turbo Lover,https://open.spotify.com/track/6c0OdfIJ9hn0IsS4JGycQV,"['album rock', 'metal', 'hard rock', 'glam metal', 'alternative metal', 'birmingham metal', 'rock']","['metal', 'rock']",rock,energetic
0.498,0.515,-11.985,0.0395,0.0936,0.0,0.1,0.616,127.761,187893.0,61.0,1.0,False,No More Mr. Nice Guy,https://open.spotify.com/track/5D2eCwqbHcqOnfHOCM6TnV,"['album rock', 'classic rock', 'metal', 'protopunk', 'hard rock', 'glam metal', 'glam rock', 'detroit rock', 'rock']","['metal', 'rock']",rock,happy
0.537,0.645,-12.362,0.0308,0.00214,3.21e-05,0.0911,0.848,133.745,254466.0,59.0,1.0,False,I Can't Drive 55,https://open.spotify.com/track/1MqGKtY9L5qjPi8s7gX645,"['album rock', 'classic rock', 'hard rock', 'glam metal', 'heartland rock', 'rock']",['rock'],rock,happy
0.408,0.987,-6.941,0.0807,0.158,0.0121,0.333,0.319,149.376,268506.0,0.0,1.0,False,Nightrain,https://open.spotify.com/track/2REDzWYPZu53tRPRyoelKi,"['hard rock', 'glam metal', 'rock']",['rock'],rock,happy
0.329,0.673,-8.465,0.0296,0.0239,0.109,0.138,0.323,91.122,419933.0,57.0,1.0,False,Heaven and Hell - 2008 Remaster,https://open.spotify.com/track/3Jl5GohfNwozDmpzmQBLDI,"['album rock', 'classic rock', 'metal', 'hard rock', 'stoner rock', 'alternative metal', 'birmingham metal', 'rock', 'uk doom metal']","['metal', 'rock']",rock,sad
0.498,0.901,-6.724,0.0511,0.00102,0.000729,0.104,0.572,96.916,258266.0,55.0,1.0,False,Monkey Business,https://open.spotify.com/track/57IEwDDEj8q9UQKc0MNR2x,"['album rock', 'metal', 'hard rock', 'glam metal', 'rock']","['metal', 'rock']",rock,energetic
0.594,0.77,-8.267,0.032,0.276,0.0176,0.0575,0.827,107.484,277226.0,59.0,1.0,False,Man On The Silver Mountain,https://open.spotify.com/track/52bzQkgk8TznulGvKOPQTK,"['album rock', 'classic rock', 'metal', 'hard rock', 'glam metal', 'rock']","['metal', 'rock']",rock,happy
0.298,0.895,-7.647,0.0547,0.0283,0.00574,0.305,0.544,173.737,368506.0,60.0,1.0,False,Highway Star,https://open.spotify.com/track/4gVTozEmzwAUXpwj3jEetX,"['album rock', 'classic rock', 'metal', 'hard rock', 'rock']","['metal', 'rock']",rock,energetic
0.27,0.886,-6.9,0.117,7.62e-06,0.0258,0.0899,0.19,119.283,313520.0,0.0,1.0,False,Overkill,https://open.spotify.com/track/0QxFwYZXB4rKPw0G3IVl4l,"['nu metal', 'metal', 'hard rock', 'alternative metal', 'rock', 'speed metal']","['metal', 'rock']",rock,energetic
0.318,0.65,-13.928,0.0375,0.0802,0.132,0.0962,0.368,149.994,317206.0,60.0,1.0,False,Children of the Grave - 2014 Remaster,https://open.spotify.com/track/5clz8BOBulxx7q2yHxqOCk,"['album rock', 'classic rock', 'metal', 'hard rock', 'stoner rock', 'alternative metal', 'birmingham metal', 'rock', 'uk doom metal']","['metal', 'rock']",rock,sad
0.421,0.976,-4.961,0.148,0.000694,2.12e-06,0.106,0.284,101.701,276613.0,0.0,1.0,False,The Wicker Man,https://open.spotify.com/track/7gzOdsRPD7z9blkrvlLKbX,"['metal', 'hard rock', 'alternative metal', 'rock', 'nwobhm']","['metal', 'rock']",rock,energetic
0.654,0.799,-6.92,0.0501,0.0706,0.0,0.0844,0.755,133.731,199733.0,56.0,1.0,False,London Calling,https://open.spotify.com/track/124Y9LPRCAz3q2OP0iCvcJ,"['punk', 'rock', 'permanent wave', 'alternative rock']","['punk', 'rock']",rock,happy
0.608,0.567,-11.297,0.0445,0.819,0.0,0.344,0.861,144.034,144840.0,59.0,1.0,False,Viva Las Vegas,https://open.spotify.com/track/5Q7ayTarb9Tpmkik5cVMug,"['rockabilly', 'rock-and-roll']",['rockabilly'],rockabilly,happy
0.362,0.669,-5.793,0.0286,0.111,0.0,0.111,0.432,185.843,289333.0,54.0,1.0,False,Leaving New York,https://open.spotify.com/track/4lgVbDYZR1VV4gEkIueSiw,"['rock', 'permanent wave', 'athens indie', 'alternative rock']",['rock'],rock,happy
0.708,0.19,-16.578,0.0326,0.194,0.226,0.0916,0.47,93.669,252493.0,57.0,1.0,False,Streets of Philadelphia,https://open.spotify.com/track/6WgBIPHwkQhCqMNnR5hQCN,"['mellow gold', 'heartland rock', 'permanent wave', 'singer-songwriter', 'rock']",['rock'],rock,sad
0.694,0.81,-7.698,0.076,0.0211,0.0,0.145,0.479,93.759,258626.0,47.0,1.0,False,An Open Letter To NYC,https://open.spotify.com/track/5vwudDPhjnuA1KrNsFjAHK,"['rap rock', 'golden age hip hop', 'old school hip hop', 'rap', 'east coast hip hop', 'rock', 'alternative rock', 'hip hop']",['rock'],rock,happy
0.508,0.52,-6.32,0.0273,0.38,5.91e-06,0.117,0.233,138.782,242706.0,50.0,1.0,False,Leningrad,https://open.spotify.com/track/5P9EZpsQy7pBrxosDozOgZ,"['album rock', 'classic rock', 'mellow gold', 'heartland rock', 'piano rock', 'singer-songwriter', 'rock', 'soft rock']",['rock'],rock,sad
0.802,0.939,-6.576,0.0857,0.0623,0.0,0.299,0.891,131.994,231546.0,44.0,1.0,False,Labels Or Love,https://open.spotify.com/track/3Kwnrfd8npsKfoWHJdbQG3,"['pop', 'dance pop']",['pop'],pop,happy
0.708,0.641,-4.296,0.0335,0.205,0.0,0.0945,0.253,113.082,268120.0,1.0,1.0,False,Big Girls Don't Cry (Personal),https://open.spotify.com/track/3Q4WeJmzxuDpzMu9QjQqbM,"['pop', 'dance pop']",['pop'],pop,happy
0.754,0.677,-6.555,0.0709,0.0943,7.39e-05,0.153,0.78,93.022,203973.0,55.0,1.0,False,Money Make Her Smile,https://open.spotify.com/track/6FPQabaldvKE5cjqRfY9Os,"['pop', 'dance pop']",['pop'],pop,happy
0.741,0.859,-2.223,0.057,0.0148,1.84e-06,0.664,0.611,109.905,265973.0,0.0,4.0,False,Lady Marmalade,https://open.spotify.com/track/22i1Mf8U86PP8PqXh6S6DG,"['urban contemporary', 'dance pop', 'trap queen', 'contemporary r&b', 'pop', 'r&b', 'rap', 'hip pop', 'southern hip hop', 'gangster rap', 'pop rap', 'east coast hip hop', 'hip hop']",['pop'],pop,happy
0.644,0.755,-5.325,0.0448,0.00237,7.64e-06,0.0859,0.334,102.861,190066.0,71.0,3.0,False,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),https://open.spotify.com/track/6zegtH6XXd2PDPLvy1Y0n2,"['art pop', 'pop']",['pop'],pop,happy
0.745,0.642,-4.138,0.0506,0.103,0.0,0.0335,0.35,120.063,186520.0,72.0,1.0,False,Not Your Barbie Girl,https://open.spotify.com/track/4fkM7M4Uo5AUASnnsRC7EZ,['pop'],['pop'],pop,happy
0.644,0.746,-4.941,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,240280.0,66.0,2.0,False,Deja Vu (feat. Jay-Z),https://open.spotify.com/track/423EcxblW9F4nnQkqcqMlK,"['pop', 'r&b', 'rap', 'gangster rap', 'pop rap', 'east coast hip hop', 'hip hop']",['pop'],pop,happy
0.841,0.63,-5.356,0.0443,0.0725,0.0,0.0742,0.876,97.964,294866.0,68.0,1.0,False,Señorita,https://open.spotify.com/track/0aj2QKJvz6CePykmlTApiD,"['pop', 'dance pop']",['pop'],pop,happy
0.756,0.711,-5.44,0.0894,0.0486,0.0,0.0902,0.467,148.944,141413.0,52.0,1.0,False,Princess,https://open.spotify.com/track/2p6aIIjFD1IG3J81Wzqmsy,"['post-teen pop', 'pop', 'dance pop']",['pop'],pop,happy
0.803,0.901,-4.192,0.0625,0.323,0.0,0.142,0.837,104.002,179080.0,47.0,1.0,False,Sneakernight - Single Version,https://open.spotify.com/track/5qaxeIJLARExwa34d9TuYp,"['post-teen pop', 'pop', 'dance pop']",['pop'],pop,happy
0.661,0.649,-7.668,0.0342,0.245,1.22e-05,0.11,0.388,100.893,311186.0,65.0,1.0,False,All Good Things (Come To An End),https://open.spotify.com/track/6kEpjptnAwt11Atr4cEMe1,"['canadian latin', 'canadian pop', 'pop', 'dance pop']",['pop'],pop,happy
0.634,0.85,-6.036,0.0446,0.0149,0.000606,0.102,0.302,124.953,133573.0,45.0,2.0,False,Can You Pay?,https://open.spotify.com/track/2sjwKudWZUa5Dyf7Fo842f,"['uk dance', 'serbian electronic', 'house', 'uk house']",['house'],house,energetic
0.806,0.7,-6.5,0.0594,0.0247,0.00101,0.3,0.671,125.954,159142.0,46.0,1.0,True,Slow Down,https://open.spotify.com/track/0korau0wtZ11rxoYN4SAmZ,"['uk dance', 'charva', 'house']",['house'],house,energetic
0.489,0.927,-4.309,0.0455,0.00364,0.647,0.0555,0.249,172.968,293031.0,32.0,3.0,False,I Got U - High Contrast Remix,https://open.spotify.com/track/0Skumbz61iczMXRTTbaEJv,"['progressive house', 'dance pop', 'uk dance', 'uk pop', 'pop dance', 'edm', 'house']","['edm', 'house']",edm,energetic
0.87,0.775,-3.703,0.0865,0.0421,1.8e-06,0.14,0.792,106.001,181665.0,62.0,,False,Big Energy (feat. DJ Khaled) - Remix,https://open.spotify.com/track/0EJ3Kofm9hYq3hL4VZ881G,"['urban contemporary', 'miami hip hop', 'dance pop', 'trap queen', 'pop', 'pop rap', 'rap', 'hip hop']",['pop'],pop,happy
0.734,0.89,-6.069,0.0526,0.00305,0.000472,0.118,0.361,111.975,250984.0,36.0,3.0,False,Levitating (feat. DaBaby) - KUU Remix,https://open.spotify.com/track/7jLRhH9Wwh7yfMekTdZ3nK,"['dance pop', 'uk pop', 'pop', 'trap', 'north carolina hip hop', 'pop rap', 'rap', 'hip hop']",['pop'],pop,energetic
0.717,0.91,-3.39,0.0554,0.00262,0.00194,0.0589,0.682,119.999,214000.0,65.0,2.0,False,Love Again - Imanbek Remix,https://open.spotify.com/track/0zg8u9UUlvwSvBJYEjhgDT,"['dance pop', 'slap house', 'uk pop', 'pop', 'electro house', 'pop dance']",['pop'],pop,energetic
0.433,0.989,-3.055,0.458,0.011,0.0,0.365,0.244,174.109,253793.0,28.0,3.0,False,Pony (Jump On It) - Kove Remix,https://open.spotify.com/track/0LgWX7o78iVzS45Y4ql5Bu,"['deep groove house', 'urban contemporary', 'drum and bass', 'neurostep', 'uk dance', 'contemporary r&b', 'r&b', 'hip pop', 'liquid funk', 'house']",['house'],house,energetic
0.675,0.806,-12.482,0.0939,0.00815,0.856,0.156,0.771,127.967,430053.0,0.0,2.0,False,Woz Not Woz - Club Mix,https://open.spotify.com/track/7nj6T8S1IqxT0DJHTnVwJe,"['progressive electro house', 'progressive house', 'electro house', 'pop dance', 'dutch house', 'edm', 'house']","['edm', 'house']",edm,energetic
0.751,0.559,-8.354,0.0578,0.000752,0.884,0.0918,0.972,133.006,393357.0,0.0,1.0,False,Father - Original,https://open.spotify.com/track/37wWrejU41DEs1xtVpBmv9,"['techno', 'minimal techno', 'frankfurt electronic']",['techno'],,happy
0.632,0.858,-8.28,0.055,0.000871,0.746,0.049,0.478,126.015,465200.0,26.0,2.0,False,Together,https://open.spotify.com/track/7jn4rpvsN9g7K87jnSd40B,"['progressive electro house', 'progressive house', 'electro house', 'pop dance', 'dutch house', 'edm']",['edm'],edm,happy
